day,hour,value
2022-09-04,22,1.5889193
2022-09-04,22,1.5889193
2022-09-04,23,1.7308956
2022-09-04,23,1.7308956
2022-09-05,0,1.7736669
2022-09-05,0,1.7736669
2022-09-05,1,1.7972062
2022-09-05,1,1.7972062
2022-09-05,2,1.796948
2022-09-05,2,1.796948
2022-09-05,3,1.8057477
2022-09-05,3,1.8057477
2022-09-05,4,1.8035512
2022-09-05,4,1.8035512
2022-09-05,5,1.7511761
2022-09-05,5,1.7511761
2022-09-05,6,1.6529262
2022-09-05,6,1.6529262
2022-09-05,7,1.509902
2022-09-05,7,1.509902
2022-09-05,8,1.3276322
2022-09-05,8,1.3276322
2022-09-05,9,1.1528509
2022-09-05,9,1.1528509
2022-09-05,10,1.1335716
2022-09-05,10,1.1335716
2022-09-05,11,1.2078801
2022-09-05,11,1.2078801
2022-09-05,12,1.3067784
2022-09-05,12,1.3067784
2022-09-05,13,1.4143993
2022-09-05,13,1.4143993
2022-09-05,14,1.5288446
2022-09-05,14,1.5288446
2022-09-05,15,1.562736
2022-09-05,15,1.562736
2022-09-05,16,1.5256908
2022-09-05,16,1.5256908
2022-09-05,17,1.462719
2022-09-05,17,1.462719
2022-09-05,18,1.3953714
2022-09-05,18,1.3953714
2022-09-05,19,1.3216957
2022-09-05,19,1.3216957
2022-09-05,20,1.2486652
2022-09-05,20,1.2486652
2022-09-05,21,1.2063137
2022-09-05,21,1.2063137
2022-09-05,22,1.2237089
2022-09-05,22,1.2237089
2022-09-05,23,1.3916253
2022-09-05,23,1.3916253
2022-09-06,0,1.5587044
2022-09-06,0,1.5587044
2022-09-06,1,1.7494894
2022-09-06,1,1.7494894
2022-09-06,2,1.8820797
2022-09-06,2,1.8820797
2022-09-06,3,1.9156797
2022-09-06,3,1.9156797
2022-09-06,4,1.8593897
2022-09-06,4,1.8593897
2022-09-06,5,1.7405703
2022-09-06,5,1.7405703
2022-09-06,6,1.5742946
2022-09-06,6,1.5742946
2022-09-06,7,1.3701828
2022-09-06,7,1.3701828
2022-09-06,8,1.1448847
2022-09-06,8,1.1448847
2022-09-06,9,0.9189754
2022-09-06,9,0.9189754
2022-09-06,10,0.8028062
2022-09-06,10,0.8028062
2022-09-06,11,0.77934736
2022-09-06,11,0.77934736
2022-09-06,12,0.770377
2022-09-06,12,0.770377
2022-09-06,13,0.7598756
2022-09-06,13,0.7598756
2022-09-06,14,0.7455503
2022-09-06,14,0.7455503
2022-09-06,15,0.7423939
2022-09-06,15,0.7423939
2022-09-06,16,0.72993094
2022-09-06,16,0.72993094
2022-09-06,17,0.6737138
2022-09-06,17,0.6737138
2022-09-06,18,0.596572
2022-09-06,18,0.596572
2022-09-06,19,0.5245799
2022-09-06,19,0.5245799
2022-09-06,20,0.4816384
2022-09-06,20,0.4816384
2022-09-06,21,0.4878706
2022-09-06,21,0.4878706
2022-09-06,22,0.5170001
2022-09-06,22,0.5170001
2022-09-06,23,0.58454525
2022-09-06,23,0.58454525
2022-09-07,0,0.665658
2022-09-07,0,0.665658
2022-09-07,1,0.704683
2022-09-07,1,0.704683
2022-09-07,2,0.6835328
2022-09-07,2,0.6835328
2022-09-07,3,0.60149395
2022-09-07,3,0.60149395
2022-09-07,4,0.47034547
2022-09-07,4,0.47034547
2022-09-07,5,0.31008115
2022-09-07,5,0.31008115
2022-09-07,6,0.14713073
2022-09-07,6,0.14713073
2022-09-07,7,-0.00025374792
2022-09-07,7,-0.00025374792
2022-09-07,8,-0.108100414
2022-09-07,8,-0.108100414
2022-09-07,9,-0.16571142
2022-09-07,9,-0.16571142
2022-09-07,10,-0.19377504
2022-09-07,10,-0.19377504
2022-09-07,11,-0.21164368
2022-09-07,11,-0.21164368
2022-09-07,12,-0.21634142
2022-09-07,12,-0.21634142
2022-09-07,13,-0.22286165
2022-09-07,13,-0.22286165
2022-09-07,14,-0.23036604
2022-09-07,14,-0.23036604
2022-09-07,15,-0.23441283
2022-09-07,15,-0.23441283
2022-09-07,16,-0.24815771
2022-09-07,16,-0.24815771
2022-09-07,17,-0.30473027
2022-09-07,17,-0.30473027
2022-09-07,18,-0.38660124
2022-09-07,18,-0.38660124
2022-09-07,19,-0.4444658
2022-09-07,19,-0.4444658
2022-09-07,20,-0.4539382
2022-09-07,20,-0.4539382
2022-09-07,21,-0.4479745
2022-09-07,21,-0.4479745
2022-09-07,22,-0.43959972
2022-09-07,22,-0.43959972
2022-09-07,23,-0.48489103
2022-09-07,23,-0.48489103
2022-09-08,0,-0.53330296
2022-09-08,0,-0.53330296
2022-09-08,1,-0.56575644
2022-09-08,1,-0.56575644
2022-09-08,2,-0.6434669
2022-09-08,2,-0.6434669
2022-09-08,3,-0.75221217
2022-09-08,3,-0.75221217
2022-09-08,4,-0.86811686
2022-09-08,4,-0.86811686
2022-09-08,5,-0.97437954
2022-09-08,5,-0.97437954
2022-09-08,6,-1.0574384
2022-09-08,6,-1.0574384
2022-09-08,7,-1.0842465
2022-09-08,7,-1.0842465
2022-09-08,8,-1.0525463
2022-09-08,8,-1.0525463
2022-09-08,9,-0.88681257
2022-09-08,9,-0.88681257
2022-09-08,10,-0.6375341
2022-09-08,10,-0.6375341
2022-09-08,11,-0.41695943
